filename,question_number,topic,confidence
0607_w16_qp_23.json,6(c),statistics,high
0607_w16_qp_23.json,7,simultaneous equations,high
0607_w16_qp_23.json,8(a),statistics,high
0607_w16_qp_23.json,8(b),statistics,high
0607_w16_qp_23.json,9(a),circle theorems,high
0607_w16_qp_23.json,9(b),circle theorems,high
0607_w16_qp_23.json,10(a),logarithms,high
0607_w16_qp_23.json,10(b),logarithms,high
0607_w16_qp_23.json,11,inequalities,high
0607_w16_qp_23.json,12(a),vectors,high
0607_w16_qp_23.json,12(b),vectors,high
0607_w16_qp_23.json,13(a),exponents and surds,high
0607_w16_qp_23.json,13(b),exponents and surds,high
0607_w16_qp_41.json,1(a),topics in arithmetic,high
0607_w16_qp_41.json,1(b)(i),topics in arithmetic,high
0607_w16_qp_41.json,1(b)(ii),topics in arithmetic,high
0607_w16_qp_41.json,1(b)(iii),solving linear equations,high
0607_w16_qp_41.json,2(a)(i),vectors,high
0607_w16_qp_41.json,2(a)(ii),transformations,high
0607_w16_qp_41.json,2(a)(iii),vectors,high
0607_w16_qp_41.json,2(b)(i),transformations,high
0607_w16_qp_41.json,2(b)(ii),transformations,high
0607_w16_qp_41.json,2(b)(iii),transformations,high
0607_w16_qp_41.json,3(a),functions,high
0607_w16_qp_41.json,3(b),functions,high
0607_w16_qp_41.json,3(c)(i),functions,high
0607_w16_qp_41.json,3(c)(ii),functions,high
0607_w16_qp_41.json,3(d)(i),functions,high
0607_w16_qp_41.json,3(d)(ii),sequences,high
0607_w16_qp_41.json,3(e)(i),functions,high
0607_w16_qp_41.json,3(e)(ii),functions,high
0607_w16_qp_41.json,4(a),mensuration,high
0607_w16_qp_41.json,4(b)(i),mensuration,high
0607_w16_qp_41.json,4(b)(ii),mensuration,high
0607_w16_qp_41.json,4(c),mensuration,high
0607_w16_qp_41.json,5(a),sets and Venn diagrams,high
0607_w16_qp_41.json,5(b)(i),sets and Venn diagrams,high
0607_w16_qp_41.json,5(b)(ii),sets and Venn diagrams,high
0607_w16_qp_41.json,5(c),sets and Venn diagrams,high
0607_w16_qp_41.json,5(d),sets and Venn diagrams,high
0607_w16_qp_41.json,6(a),straight lines,high
0607_w16_qp_41.json,6(b),straight lines,high
0607_w16_qp_41.json,7(a),trigonometry,high
0607_w16_qp_41.json,7(b),trigonometry,high
0607_w16_qp_41.json,7(c),trigonometry,high
0607_w16_qp_41.json,8(a),functions,high
0607_w16_qp_41.json,8(b),functions,high
0607_w16_qp_41.json,8(c),inequalities,high
0607_w16_qp_41.json,8(d),functions,high
0607_w16_qp_41.json,8(e),transformations,high
0607_w16_qp_41.json,9(a),statistics,high
0607_w16_qp_41.json,9(b),statistics,high
0607_w16_qp_41.json,9(c),probability,high
0607_w16_qp_41.json,10(a),solving linear equations,high
0607_w16_qp_41.json,10(b),topics in arithmetic,high
0607_w16_qp_41.json,10(c)(i),exponents and surds,high
0607_w16_qp_41.json,10(c)(ii),expanding and factorising,high
0607_w16_qp_41.json,11(a),functions,high
0607_w16_qp_41.json,11(b),functions,high
0607_w16_qp_41.json,11(c)(i),functions,high
0607_w16_qp_41.json,11(c)(ii),functions,high
0607_w16_qp_41.json,12(a)(i),topics in arithmetic,high
0607_w16_qp_41.json,12(a)(ii),topics in arithmetic,high
0607_w16_qp_41.json,12(a)(iii),topics in arithmetic,high
0607_w16_qp_41.json,12(b)(i),topics in arithmetic,high
0607_w16_qp_41.json,12(b)(ii),topics in arithmetic,high
0607_w16_qp_43.json,1(a)(i),topics in arithmetic,high
0607_w16_qp_43.json,1(a)(ii),topics in arithmetic,high
0607_w16_qp_43.json,1(b)(i),exponents and surds,high
0607_w16_qp_43.json,1(b)(ii),exponents and surds,high
0607_w16_qp_43.json,2(a)(i),topics in arithmetic,high
0607_w16_qp_43.json,2(a)(ii),solving linear equations,medium
0607_w16_qp_43.json,2(b),topics in arithmetic,high
0607_w16_qp_43.json,3(a),transformations,high
0607_w16_qp_43.json,3(b),transformations,high
0607_w16_qp_43.json,3(c),transformations,high
0607_w16_qp_43.json,4(a)(i),mensuration,high
0607_w16_qp_43.json,4(a)(ii),Pythagoras,high
0607_w16_qp_43.json,4(b)(i),similarity,high
0607_w16_qp_43.json,4(b)(ii),mensuration,high
0607_w16_qp_43.json,5(a),functions,high
0607_w16_qp_43.json,5(b),functions,high
0607_w16_qp_43.json,5(c)(i),functions,high
0607_w16_qp_43.json,5(c)(ii),functions,high
0607_w16_qp_43.json,5(d),functions,high
0607_w16_qp_43.json,6(a),straight lines,high
0607_w16_qp_43.json,6(b),straight lines,high
0607_w16_qp_43.json,6(c),straight lines,high
0607_w16_qp_43.json,7(a)(i),statistics,high
0607_w16_qp_43.json,7(a)(ii),statistics,high
0607_w16_qp_43.json,7(a)(iii),statistics,high
0607_w16_qp_43.json,7(a)(iv),statistics,high
0607_w16_qp_43.json,7(a)(v),statistics,high
0607_w16_qp_43.json,7(b),statistics,high
0607_w16_qp_43.json,8(a),trigonometry,high
0607_w16_qp_43.json,8(b),trigonometry,high
0607_w16_qp_43.json,8(c),trigonometry,high
0607_w16_qp_43.json,8(d),trigonometry,high
0607_w16_qp_43.json,8(e),trigonometry,high
0607_w16_qp_43.json,9(a),topics in arithmetic,high
0607_w16_qp_43.json,9(b)(i),expanding and factorising,medium
0607_w16_qp_43.json,9(b)(ii),expanding and factorising,medium
0607_w16_qp_43.json,9(b)(iii),solving quadratic equations,high
0607_w16_qp_43.json,10(a)(i),expanding and factorising,high
0607_w16_qp_43.json,10(a)(ii),expanding and factorising,high
0607_w16_qp_43.json,10(b)(i),functions,high
0607_w16_qp_43.json,10(b)(ii),straight lines,high
0607_w16_qp_43.json,10(b)(iii),functions,high
0607_w16_qp_43.json,10(b)(iv),solving quadratic equations,high
0607_w16_qp_43.json,11(a),statistics,high
0607_w16_qp_43.json,11(b),probability,high
0607_w16_qp_43.json,11(c),probability,high
0607_w16_qp_43.json,12(a),variation and proportion,high
0607_w16_qp_43.json,12(b),variation and proportion,high
0607_w16_qp_43.json,12(c),variation and proportion,high
0607_w17_qp_21.json,1,topics in arithmetic,high
0607_w17_qp_21.json,2(a),topics in arithmetic,high
0607_w17_qp_21.json,2(b),topics in arithmetic,high
0607_w17_qp_21.json,2(c),exponents and surds,high
0607_w17_qp_21.json,3,inequalities,high
0607_w17_qp_21.json,4,topics in arithmetic,high
0607_w17_qp_21.json,5,simultaneous equations,high
0607_w17_qp_21.json,6(a),straight lines,high
0607_w17_qp_21.json,6(b),Pythagoras,high
0607_w17_qp_21.json,7,topics in arithmetic,high
0607_w17_qp_21.json,8(a),sets and Venn diagrams,high
0607_w17_qp_21.json,8(b),sets and Venn diagrams,high
0607_w17_qp_21.json,8(c),sets and Venn diagrams,high
0607_w17_qp_21.json,9(a),circle theorems,high
0607_w17_qp_21.json,9(b),circle theorems,high
0607_w17_qp_21.json,10,variation and proportion,high
0607_w17_qp_21.json,11(a),expanding and factorising,high
0607_w17_qp_21.json,11(b),inequalities,high
0607_w17_qp_21.json,12,exponents and surds,high
0607_w17_qp_21.json,13,expanding and factorising,high
0607_w17_qp_22.json,1,angles,high
0607_w17_qp_22.json,2,mensuration,high
0607_w17_qp_22.json,3,topics in arithmetic,high
0607_w17_qp_22.json,4,functions,high
0607_w17_qp_22.json,5,Pythagoras,medium
0607_w17_qp_22.json,6,solving linear equations,medium
0607_w17_qp_22.json,7(a),topics in arithmetic,high
0607_w17_qp_22.json,7(b),topics in arithmetic,high
0607_w17_qp_22.json,8,topics in arithmetic,high
0607_w17_qp_22.json,9,topics in arithmetic,high
0607_w17_qp_22.json,10(a),circle theorems,high
0607_w17_qp_22.json,10(b),circle theorems,high
0607_w17_qp_22.json,11(a),exponents and surds,high
0607_w17_qp_22.json,11(b),exponents and surds,high
0607_w17_qp_22.json,12,variation and proportion,high
0607_w17_qp_22.json,13(a),exponents and surds,high
0607_w17_qp_22.json,13(b),exponents and surds,high
0607_w17_qp_22.json,14,expanding and factorising,high
0607_w17_qp_22.json,15(a),logarithms,high
0607_w17_qp_22.json,15(b),logarithms,high
0607_w17_qp_22.json,16,trigonometry,high
0607_w17_qp_23.json,1,topics in arithmetic,high
0607_w17_qp_23.json,2,straight lines,high
0607_w17_qp_23.json,3,angles,high
0607_w17_qp_23.json,4,topics in arithmetic,high
0607_w17_qp_23.json,5,solving linear equations,high
0607_w17_qp_23.json,6(a),topics in arithmetic,high
0607_w17_qp_23.json,6(b),topics in arithmetic,high
0607_w17_qp_23.json,7,angles,high
0607_w17_qp_23.json,8,solving linear equations,high
0607_w17_qp_23.json,9,simultaneous equations,high
0607_w17_qp_23.json,10,solving quadratic equations,high
0607_w17_qp_23.json,11,exponents and surds,high
0607_w17_qp_23.json,12,mensuration,high
0607_w17_qp_23.json,13,straight lines,high
0607_w17_qp_23.json,14,solving linear equations,high
0607_w17_qp_23.json,15,expanding and factorising,high
0607_w17_qp_23.json,16,probability,high
0607_w17_qp_41.json,1(a)(i),statistics,high
0607_w17_qp_41.json,1(a)(ii),statistics,high
0607_w17_qp_41.json,1(a)(iii),statistics,high
0607_w17_qp_41.json,1(a)(iv),statistics,high
0607_w17_qp_41.json,1(a)(v),statistics,high
0607_w17_qp_41.json,1(b),statistics,high
0607_w17_qp_41.json,2(a),topics in arithmetic,high
0607_w17_qp_41.json,2(b),topics in arithmetic,high
0607_w17_qp_41.json,2(c),topics in arithmetic,high
0607_w17_qp_41.json,3(a),sequences,high
0607_w17_qp_41.json,3(b)(i),sequences,high
0607_w17_qp_41.json,3(b)(ii),sequences,high
0607_w17_qp_41.json,3(c),sequences,high
0607_w17_qp_41.json,4(a),statistics,high
0607_w17_qp_41.json,4(b),statistics,high
0607_w17_qp_41.json,4(c)(i),statistics,high
0607_w17_qp_41.json,4(c)(ii),statistics,high
0607_w17_qp_41.json,4(c)(iii),statistics,high
0607_w17_qp_41.json,5(a),mensuration,high
0607_w17_qp_41.json,5(b),mensuration,high
0607_w17_qp_41.json,5(c),similarity,high
0607_w17_qp_41.json,6(a),transformations,high
0607_w17_qp_41.json,6(b),transformations,high
0607_w17_qp_41.json,6(c),transformations,high
0607_w17_qp_41.json,7(a),topics in arithmetic,high
0607_w17_qp_41.json,7(b)(i),topics in arithmetic,high
0607_w17_qp_41.json,7(b)(ii),topics in arithmetic,high
0607_w17_qp_41.json,8(a),trigonometry,high
0607_w17_qp_41.json,8(b),trigonometry,high
0607_w17_qp_41.json,8(c),trigonometry,high
0607_w17_qp_41.json,8(d),trigonometry,high
0607_w17_qp_41.json,9(a),probability,high
0607_w17_qp_41.json,9(b)(i),probability,high
0607_w17_qp_41.json,9(b)(ii),probability,high
0607_w17_qp_41.json,10(a),solving linear equations,high
0607_w17_qp_41.json,10(b)(i),simultaneous equations,high
0607_w17_qp_41.json,10(b)(ii),simultaneous equations,high
0607_w17_qp_41.json,11(a),functions,high
0607_w17_qp_41.json,11(b),functions,high
0607_w17_qp_41.json,11(c),functions,high
0607_w17_qp_41.json,11(d)(i),functions,high
0607_w17_qp_41.json,11(d)(ii),inequalities,high
0607_w17_qp_41.json,12(a),functions,high
0607_w17_qp_41.json,12(b),functions,high
0607_w17_qp_41.json,12(c),functions,high
0607_w17_qp_41.json,12(d)(i),functions,high
0607_w17_qp_41.json,12(d)(ii),functions,high
0607_w17_qp_41.json,12(d)(iii),functions,high
0607_w17_qp_41.json,13(a)(i),vectors,high
0607_w17_qp_41.json,13(a)(ii),vectors,high
0607_w17_qp_41.json,13(a)(iii),vectors,high
0607_w17_qp_41.json,13(b),vectors,high
0607_w17_qp_42.json,1(a)(i),sequences,high
0607_w17_qp_42.json,1(a)(ii),sequences,high
0607_w17_qp_42.json,1(b)(i),sequences,high
0607_w17_qp_42.json,1(b)(ii),sequences,high
0607_w17_qp_42.json,2(a)(i),topics in arithmetic,high
0607_w17_qp_42.json,2(a)(ii),topics in arithmetic,high
0607_w17_qp_42.json,2(b),topics in arithmetic,high
0607_w17_qp_42.json,2(c),topics in arithmetic,high
0607_w17_qp_42.json,3(a)(i),transformations,high
0607_w17_qp_42.json,3(a)(ii),transformations,high
0607_w17_qp_42.json,3(a)(iii),transformations,high
0607_w17_qp_42.json,3(b),transformations,high
0607_w17_qp_42.json,3(c),transformations,high
0607_w17_qp_42.json,4(a),functions,high
0607_w17_qp_42.json,4(b),functions,high
0607_w17_qp_42.json,4(c),functions,high
0607_w17_qp_42.json,4(d)(i),functions,high
0607_w17_qp_42.json,4(d)(ii),functions,high
0607_w17_qp_42.json,4(e),functions,high
0607_w17_qp_42.json,5(a),topics in arithmetic,high
0607_w17_qp_42.json,5(b),topics in arithmetic,high
0607_w17_qp_42.json,6(a)(i),statistics,high
0607_w17_qp_42.json,6(a)(ii),statistics,high
0607_w17_qp_42.json,6(a)(iii)(a),statistics,high
0607_w17_qp_42.json,6(a)(iii)(b),statistics,high
0607_w17_qp_42.json,6(b)(i),statistics,high
0607_w17_qp_42.json,6(b)(ii),statistics,high
0607_w17_qp_42.json,6(b)(iii),statistics,high
0607_w17_qp_42.json,7(a),mensuration,high
0607_w17_qp_42.json,7(b)(i),expanding and factorising,high
0607_w17_qp_42.json,7(b)(ii),functions,high
0607_w17_qp_42.json,7(b)(iii),mensuration,high
0607_w17_qp_42.json,8(a)(i),probability,high
0607_w17_qp_42.json,8(a)(ii),probability,high
0607_w17_qp_42.json,8(a)(iii),probability,high
0607_w17_qp_42.json,8(b)(i),probability,high
0607_w17_qp_42.json,8(b)(ii),probability,high
0607_w17_qp_42.json,8(c),probability,high
0607_w17_qp_42.json,9(a)(i),straight lines,high
0607_w17_qp_42.json,9(a)(ii),straight lines,high
0607_w17_qp_42.json,9(b)(i),solving quadratic equations,high
0607_w17_qp_42.json,9(b)(ii),inequalities,high
0607_w17_qp_42.json,9(c),expanding and factorising,high
0607_w17_qp_42.json,10(a)(i),angles,high
0607_w17_qp_42.json,10(a)(ii),angles,high
0607_w17_qp_42.json,10(b),trigonometry,high
0607_w17_qp_42.json,10(c),trigonometry,high
0607_w17_qp_42.json,10(d)(i),mensuration,high
0607_w17_qp_42.json,10(d)(ii),mensuration,high
0607_w17_qp_42.json,11(a)(i),functions,high
0607_w17_qp_42.json,11(a)(ii),functions,high
0607_w17_qp_42.json,11(b),functions,high
0607_w17_qp_42.json,11(c),functions,high
0607_w17_qp_42.json,11(d),transformations,high
0607_w17_qp_42.json,11(e),functions,high
0607_w17_qp_43.json,1(a)(i),functions,high
0607_w17_qp_43.json,1(a)(ii),functions,high
0607_w17_qp_43.json,1(b),functions,high
0607_w17_qp_43.json,1(c),functions,high
0607_w17_qp_43.json,1(d),functions,high
0607_w17_qp_43.json,2(a),topics in arithmetic,high
0607_w17_qp_43.json,2(b)(i),topics in arithmetic,high
0607_w17_qp_43.json,2(b)(ii),topics in arithmetic,high
0607_w17_qp_43.json,2(c)(i),topics in arithmetic,high
0607_w17_qp_43.json,2(c)(ii),topics in arithmetic,high
0607_w17_qp_43.json,3(a)(i),statistics,high
0607_w17_qp_43.json,3(a)(ii),statistics,high
0607_w17_qp_43.json,3(b)(i),statistics,high
0607_w17_qp_43.json,3(b)(ii),statistics,high
0607_w17_qp_43.json,3(c)(i),statistics,high
0607_w17_qp_43.json,3(c)(ii),statistics,high
0607_w17_qp_43.json,4(a),statistics,high
0607_w17_qp_43.json,4(b),probability,high
0607_w17_qp_43.json,4(c)(i),statistics,high
0607_w17_qp_43.json,4(c)(ii),statistics,high
0607_w17_qp_43.json,5(a)(i),vectors,high
0607_w17_qp_43.json,5(a)(ii),vectors,high
0607_w17_qp_43.json,5(a)(iii),vectors,high
0607_w17_qp_43.json,5(a)(iv),vectors,high
0607_w17_qp_43.json,5(b)(i),similarity,high
0607_w17_qp_43.json,5(b)(ii),similarity,high
0607_w17_qp_43.json,6(a),mensuration,high
0607_w17_qp_43.json,6(b),Pythagoras,high
0607_w17_qp_43.json,6(c),Pythagoras,high
0607_w17_qp_43.json,6(d),trigonometry,high
0607_w17_qp_43.json,6(e)(i),Pythagoras,high
0607_w17_qp_43.json,6(e)(ii),trigonometry,high
0607_w17_qp_43.json,6(f),similarity,high
0607_w17_qp_43.json,7(a),mensuration,high
0607_w17_qp_43.json,7(b),mensuration,high
0607_w17_qp_43.json,8(a),transformations,high
0607_w17_qp_43.json,8(b),transformations,high
0607_w17_qp_43.json,8(c),transformations,high
0607_w17_qp_43.json,9(a)(i),functions,high
0607_w17_qp_43.json,9(a)(ii),functions,high
0607_w17_qp_43.json,9(a)(iii),functions,high
0607_w17_qp_43.json,9(b)(i),functions,high
0607_w17_qp_43.json,9(b)(ii),functions,high
0607_w17_qp_43.json,9(b)(iii),functions,high
0607_w17_qp_43.json,9(b)(iv),functions,high
0607_w17_qp_43.json,10(a),solving quadratic equations,high
0607_w17_qp_43.json,10(b),inequalities,high
0607_w17_qp_43.json,10(c),inequalities,high
0607_w17_qp_43.json,11(a),simultaneous equations,high
0607_w17_qp_43.json,11(b),simultaneous equations,high
0607_w17_qp_43.json,11(c)(i),simultaneous equations,high
0607_w17_qp_43.json,11(c)(ii),logarithms,high
0607_w18_qp_21.json,1,topics in arithmetic,high
0607_w18_qp_21.json,2,angles,high
0607_w18_qp_21.json,3,probability,high
0607_w18_qp_21.json,4,exponents and surds,high
0607_w18_qp_21.json,5,solving linear equations,high
0607_w18_qp_21.json,6,topics in arithmetic,high
0607_w18_qp_21.json,7,angles,high
0607_w18_qp_21.json,8,Pythagoras,high
0607_w18_qp_21.json,9,exponents and surds,high
0607_w18_qp_21.json,10,inequalities,high
0607_w18_qp_21.json,11,exponents and surds,high
0607_w18_qp_21.json,12,sequences,high
0607_w18_qp_21.json,13,angles,high
0607_w18_qp_21.json,14,simultaneous equations,high
0607_w18_qp_21.json,15,expanding and factorising,high
0607_w18_qp_21.json,16,probability,high
0607_w18_qp_21.json,17,exponents and surds,high
0607_w18_qp_21.json,18,mensuration,high
0607_w18_qp_22.json,1(a),topics in arithmetic,high
0607_w18_qp_22.json,1(b),topics in arithmetic,high
0607_w18_qp_22.json,2,exponents and surds,high
0607_w18_qp_22.json,3,transformations,medium
0607_w18_qp_22.json,4(a),vectors,high
0607_w18_qp_22.json,4(b),vectors,high
0607_w18_qp_22.json,5(a),functions,high
0607_w18_qp_22.json,5(b),functions,high
0607_w18_qp_22.json,6,inequalities,high
0607_w18_qp_22.json,7(a),expanding and factorising,high
0607_w18_qp_22.json,7(b),expanding and factorising,high
0607_w18_qp_22.json,8(a),angles,high
0607_w18_qp_22.json,8(b),angles,high
0607_w18_qp_22.json,9,statistics,high
0607_w18_qp_22.json,10,inequalities,high
0607_w18_qp_22.json,11,functions,high
0607_w18_qp_22.json,12(a),circle theorems,high
0607_w18_qp_22.json,12(b),circle theorems,high
0607_w18_qp_22.json,12(c),circle theorems,high
0607_w18_qp_22.json,13,exponents and surds,high
0607_w18_qp_22.json,14(a),logarithms,high
0607_w18_qp_22.json,14(b),logarithms,high
0607_w18_qp_22.json,15(a),functions,high
0607_w18_qp_22.json,15(b),functions,high
0607_w18_qp_23.json,1(a),solving linear equations,high
0607_w18_qp_23.json,1(b),solving linear equations,high
0607_w18_qp_23.json,2,solving linear equations,high
0607_w18_qp_23.json,3,inequalities,high
0607_w18_qp_23.json,4(a),topics in arithmetic,high
0607_w18_qp_23.json,4(b),topics in arithmetic,high
0607_w18_qp_23.json,5,topics in arithmetic,high
0607_w18_qp_23.json,6(a),exponents and surds,high
0607_w18_qp_23.json,6(b),exponents and surds,high
0607_w18_qp_23.json,7,simultaneous equations,high
0607_w18_qp_23.json,8(a),exponents and surds,high
0607_w18_qp_23.json,8(b),exponents and surds,high
0607_w18_qp_23.json,9(a),transformations,high
0607_w18_qp_23.json,9(b),transformations,high
0607_w18_qp_23.json,10,mensuration,high
0607_w18_qp_23.json,11(a),circle theorems,high
0607_w18_qp_23.json,11(b),circle theorems,high
0607_w18_qp_23.json,12,trigonometry,high
0607_w18_qp_23.json,13,straight lines,high
0607_w18_qp_23.json,14,similarity,high
0607_w18_qp_23.json,15,expanding and factorising,high
0607_w18_qp_41.json,1(a)(i),solving linear equations,high
0607_w18_qp_41.json,1(a)(ii),solving linear equations,high
0607_w18_qp_41.json,1(a)(iii),solving linear equations,high
0607_w18_qp_41.json,1(b)(i),solving quadratic equations,high
0607_w18_qp_41.json,1(b)(ii),solving quadratic equations,high
0607_w18_qp_41.json,2(a),statistics,high
0607_w18_qp_41.json,2(b),statistics,high
0607_w18_qp_41.json,2(c),statistics,high
0607_w18_qp_41.json,2(d),statistics,high
0607_w18_qp_41.json,2(e),statistics,high
0607_w18_qp_41.json,2(f),statistics,high
0607_w18_qp_41.json,2(g),probability,high
0607_w18_qp_41.json,3(a),functions,high
0607_w18_qp_41.json,3(b),functions,high
0607_w18_qp_41.json,3(c),functions,high
0607_w18_qp_41.json,3(d),functions,high
0607_w18_qp_41.json,4(a)(i),straight lines,high
0607_w18_qp_41.json,4(a)(ii),straight lines,high
0607_w18_qp_41.json,4(a)(iii),straight lines,high
0607_w18_qp_41.json,4(b),straight lines,high
0607_w18_qp_41.json,4(c),straight lines,high
0607_w18_qp_41.json,4(d)(i),straight lines,high
0607_w18_qp_41.json,4(d)(ii),straight lines,high
0607_w18_qp_41.json,5(a)(i),topics in arithmetic,high
0607_w18_qp_41.json,5(a)(ii),topics in arithmetic,high
